last_name,congress,house,days_until_term_ends,sex,days_since_strike,relevant,date,loyalty,state_code,dim_2,id,dim_1,office_attainment_type,first_name,strike_recently,icpsr,sentiment,dronebase,title,occupancy,restraining,state,votes,party,filibuster,extreme
ADAMS,112,1,393,0,20,0,12/7/11,0,43,0.043,050b088612c86eed783e0b12d31fe7ae,0.577,1,Sandy,0,21120,,1,SYNTHETIC DRUG CONTROL ACT OF 2011,0,,FLORIDA,1434,0,0,0
,112,,,,3,1,8/1/12,0,,,133161142f578ed3ef46dd061d4cc1b5,,,,1,,0,,IRAN THREAT REDUCTION AND SYRIA HUMAN RIGHTS ACT OF 2012,,,,,,0,
GOHMERT,113,1,352,1,1,1,1/16/14,0,49,-0.235,abff937b45e95cd985798db9960695f8,0.597,1,Louie,1,20527,0,2,"{time} 1315
  FIRST CONSTITUTIONAL DUTY: PROVIDE FOR OUR COMMON DEFENSE",0,,TEXAS,937,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,a3b2e90787a66b312a536381468e73b5,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
COLLINS,107,0,85,0,,0,10/10/02,1,2,-0.597,001321bb1ac7b233736ef5b383d1343c,0.106,1,Susan,1,49703,,0,AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ,0,,MAINE,457,0,0,0
LANTOS,108,1,168,1,32,0,7/19/04,0,71,-0.033,6e729194ae3f70f5f89ff0e62fc177ab,-0.376,1,Tom,0,14837,,2,LACK OF RULE OF LAW IN RUSSIA,0,,CALIFOR,799,1,0,0
Barrasso,113,,2129,1,26,1,3/6/13,0,,,b813599607969fc9edddddf1a483bbda,,,John,0,,0,0,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,WYOMING,,0,0,
MCCASKILL,110,0,1660,0,4,0,6/18/08,0,34,-0.046,bc36f71319e99f7628abce72f521acc3,-0.143,1,Claire,1,40701,,0,CHECKLIST FOR CHANGE,0,,MISSOUR,538,1,0,0
PHELPS,106,1,238,1,,0,5/10/00,0,21,0.715,9e5a1ba3fa93a73ffd68b4a63930b3ca,-0.207,1,David,1,29913,,0,IN RECOGNITION OF THE GALLATIN COUNTY MARCHING HAWKS,0,,ILLINOI,870,1,0,0
LIEBERMAN,107,0,1548,1,,,10/8/02,0,1,-0.312,e0c978b82b0de3377eb2737950ac37b2,-0.205,1,Joseph,1,15704,,0,"AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ--
  Resumed",0,,CONNECT,448,,0,0
INOUYE,111,0,454,1,6,1,10/6/09,1,82,0.062,632b3f33285e212e9f45ed0ea964a67d,-0.319,1,Daniel,1,4812,1,1,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2010",0,0,HAWAII,612,1,0,0
POE,112,1,163,1,1,0,7/24/12,0,49,0.058,e245d5eed2e9d26224c4492140f9c825,0.592,1,Ted,1,20528,,2,THE DRONES ARE COMING,0,,TEXAS,1409,0,0,0
DURBIN,113,0,667,1,27,1,3/7/13,1,21,-0.39,44630a8088d7f7cb61892f44f92d72f6,-0.366,1,Richard,0,15021,1,0,EXECUTIVE SESSION,0,0,ILLINOI,550,1,0,0
KYL,108,0,933,1,589,1,6/14/04,1,61,-0.455,2a5ddf7bcae284ac45494c9eb5556427,0.548,1,Jon,0,15429,1,2,ENDING THE COLD WAR,0,0,ARIZONA,514,0,0,0
FEINSTEIN,114,0,1295,0,9,0,6/18/15,1,71,-0.188,d1965363610e645878d63168413e9fda,-0.263,1,Dianne,0,49300,,2,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,0,,CALIFOR,407,1,0,0
DORGAN,110,0,843,1,0,1,9/12/08,0,36,0.09,4f47d3404cdce956829503c33eed2750,-0.267,1,Byron,1,14812,,2,MINERALS MANAGEMENT SERVICE,0,,NORTH D,541,1,0,0
MCGOVERN,113,1,170,1,1,1,7/17/14,1,3,-0.338,fb48e28f9cc86bf649f96a7d3d5befed,-0.534,1,James,1,29729,1,0,IRAQ PRIVILEGED RESOLUTION,0,0,MASSACH,1001,1,0,0
NELSON,114,0,1080,1,0,0,1/19/16,1,43,0.314,05bc2f5c7ffe8b63bd74e25c8333a44f,-0.189,1,Bill,1,14651,,1,DRONES,0,,FLORIDA,394,1,0,0
KUCINICH,112,1,3,1,2,1,12/31/12,1,24,0.024,81eb494454feb074991c6efa65b1aee7,-0.582,1,Dennis,1,29748,0,0,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2013,0,,OHIO,1357,1,0,0
,110,,,,41,0,6/7/07,0,,,18a9a378e23d89ce20a20ba48da57331,,,,0,,,,COMPREHENSIVE IMMIGRATION REFORM ACT OF 2007,,,,,,0,
KUCINICH,112,1,231,1,0,1,5/17/12,1,24,0.024,e38e5512506b7f2ab9284c4c3724f740,-0.582,1,Dennis,1,29748,0,0,"{time} 1500
  NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2013",0,,OHIO,1357,1,0,0
Barrasso,113,,2129,1,26,1,3/6/13,0,,,9b9d729fe65996da5c4ab5230dd5709e,,,John,0,,0,0,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,WYOMING,,0,0,
AYOTTE,113,0,1083,0,1,0,1/16/14,0,4,-0.612,d5dec668f3818c65e93ee802ecd6cb9c,0.351,1,Kelly,1,41106,,1,SPACE LAUNCH LIABILITY INDEMNIFICATION EXTENSION ACT,0,,NEW HAM,544,0,0,0
,113,,,,16,1,5/7/13,0,,,b76e4af7611b9a471c055837a7ffed82,,,,0,,1,,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,,0,,,,0,
CONYERS,112,1,231,1,0,1,5/17/12,1,23,-0.465,0a29ff47ddd101f993adb60a6dd435ad,-0.66,1,John,1,10713,0,0,"{time} 1500
  NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2013",0,,MICHIGA,1363,1,0,1
Hensarling,110,,535,1,29,0,7/18/07,1,,,aabbba592847fee7fb836f4bcf9f413d,,,Jeb,0,,,2,"DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND 
  RELATED AGENCIES APPROPRIATIONS ACT, 2008",,,TEXAS,,0,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,b608c98c8e0661a0752ad9753f1e0717,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
HASTINGS,110,1,95,1,0,0,9/30/08,1,73,0.411,651db67528679f818ea3c3ea914769da,0.416,1,Doc,1,29580,,1,EARMARK DECLARATION,0,,WASHING,1342,0,0,0
MenÃ©ndez,106,,169,1,,0,7/18/00,0,,,40150f3a234a3e96d2c2ce1733aae595,,,Robert,1,,,1,IN HONOR OF THE SPONSORS OF PROJECT CHILDREN 2000,,,NEW JERSEY,,1,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,e70333406277f48cefca405622ec7a68,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
SKELTON,111,1,160,1,2,1,7/27/10,1,34,0.724,7cc121b40fe2addd157fb77d25916952,-0.172,1,Ike,1,14451,1,0,PAKISTAN WAR POWERS RESOLUTION,0,0,MISSOUR,969,1,0,0
POE,114,1,312,1,4,1,2/26/16,0,49,0.058,dfea176856d029b296d233a541692506,0.592,1,Ted,1,20528,1,2,BOKO HARAM,0,0,TEXAS,956,0,0,0
VelÃ¡zquez,111,,201,0,5,0,6/16/10,1,,,5b202428b015dff62e1ed59972d34e7a,,,Nydia,1,,,2,SMALL BUSINESS JOBS AND CREDIT ACT OF 2010,,,NEW YORK,,1,0,
,115,,,,4,0,5/3/17,0,,,1dca6f6fff237a98bedcc5bd6e3f6bba,,,,1,,,,CONGRATULATIONS TO GERING HIGH SCHOOL,,,,,,0,
DORGAN,111,0,529,1,6,0,7/23/09,1,36,0.09,71b75dc2b9495a2fffb171d086316d25,-0.267,1,Byron,1,14812,,2,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2010,0,,NORTH D,607,1,0,0
GRASSLEY,113,0,971,1,17,1,5/8/14,0,31,-0.052,d44f6475c006981261ae9b6cc4bd3acb,0.34,1,Charles,0,14226,0,0,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,0,,IOWA,552,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,6466f1ad762aa1a58468bfc11d294680,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
MCCAIN,112,0,1673,1,1,1,6/5/12,0,61,-0.621,fe24aa815f7f3acc13c9cae5fa4c8ec6,0.382,1,John,1,15039,0,2,"AGRICULTURE REFORM, FOOD, AND JOBS ACT OF 2012--MOTION TO PROCEED",0,,ARIZONA,387,0,0,0
GRAHAM,112,0,1129,1,14,1,12/1/11,0,48,-0.161,945500f1e81063f8e9753fc346cc62ec,0.409,1,Lindsey,0,29566,1,0,DEFENSE AUTHORIZATION,0,0,SOUTH C,401,0,0,0
MOULTON,114,1,601,1,2,0,5/13/15,1,3,0.019,710f7fbecf714e8464ccbbc6ac21b988,-0.34,1,Seth,1,21525,,0,FUTURE FORUM,0,,MASSACH,1118,1,0,0
PORTER,110,1,214,1,20,1,6/3/08,1,65,-0.071,4a2fd7299ccf63b54934632130039472,0.241,1,Jon,0,20334,,2,DUNCAN HUNTER NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2009,0,,NEVADA,1354,0,0,0
,110,,,,48,0,6/14/07,0,,,49d26cdfb3ff7574a7948ee088763b9f,,,,0,,,,"DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS ACT, 2008",,,,,,0,
MCCAIN,112,0,1659,1,0,1,6/19/12,0,61,-0.621,9fe282680c0ae3c4f21c2531ead56cff,0.382,1,John,1,15039,1,2,"FLOOD INSURANCE REFORM AND MODERNIZATION ACT--MOTION TO PROCEED--
  Resumed",0,0,ARIZONA,387,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,cfa579355e858a9906d777c3eea5f143,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
MCGOVERN,111,1,187,1,1,0,6/30/10,1,3,-0.338,00861f66a1b7455ad0b46f3c2084d67c,-0.534,1,James,1,29729,,0,"WAIVING REQUIREMENT OF CLAUSE 6(a) OF RULE XIII WITH RESPECT TO 
  CONSIDERATION OF CERTAIN RESOLUTIONS",0,,MASSACH,965,1,0,0
MCCOLLUM,113,1,199,0,0,1,6/18/14,1,33,-0.154,275dbc9670789df540ff0c903922f0a3,-0.425,1,Betty,1,20122,0,1,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2015",0,,MINNESO,992,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,1afcaffbab4898046a998487107bb419,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,7d4f19f01f6c94409c156cd7395da331,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
KUCINICH,112,1,21,1,4,1,12/13/12,1,24,0.024,ac2ad026027bbc6a8bd6c1cf30e36507,-0.582,1,Dennis,1,29748,0,0,"MOTION TO INSTRUCT CONFEREES ON H.R. 4310, NATIONAL DEFENSE 
  AUTHORIZATION ACT FOR FISCAL YEAR 2013",0,,OHIO,1357,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,23d1af78c94372d8b43e6b47f6526af4,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
MORAN,114,0,272,1,0,0,4/6/16,0,32,0.407,1c82f1f783bf8b808bc41bef7dd44024,0.401,1,Jerry,1,29722,,1,AMERICA'S SMALL BUSINESS TAX RELIEF ACT OF 2015--MOTION TO PROCEED,0,,KANSAS,409,0,0,0
LOUDERMILK,114,1,560,1,14,0,6/23/15,0,44,-0.058,49c60b8717696887dfe5ff6627f0ce0f,0.671,1,Barry,0,21515,,2,HOMELAND SECURITY DRONE ASSESSMENT AND ANALYSIS ACT,0,,GEORGIA,1095,0,0,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,f4e9c172cad2dc5da04f829b412a8fb7,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
MCCAIN,111,0,263,1,1,0,4/15/10,0,61,-0.621,4ea8f08868df655bad873107df2a7b36,0.382,1,John,1,15039,,2,TAX DAY,0,,ARIZONA,607,0,0,0
CRUZ,113,0,1927,1,2,1,9/24/13,0,49,-0.196,ba1c894ad2404a230f27edc551039b18,0.858,1,Ted,1,41304,0,2,"MAKING CONTINUING APPROPRIATIONS FOR FISCAL YEAR 2014--MOTION TO 
  PROCEED--Continued",0,,TEXAS,510,0,0,1
PERLMUTTER,113,1,227,1,9,1,5/21/14,1,62,0.185,a35c6498cdbbdea25964d05d26bfb439,-0.303,1,Ed,0,20705,1,1,CAPTAIN KYNNIE MARTIN,0,0,COLORAD,967,1,0,0
BACA,109,1,384,1,14,0,12/15/05,0,71,0.292,6a3a0f8186dfe340f4dca8b70ba86ca0,-0.349,1,Joe,0,29942,,2,TRIBUTE TO LATE JIM DUFF,0,,CALIFOR,857,1,0,0
CONYERS,112,1,645,1,13,1,3/30/11,1,23,-0.465,c2a45c943dbc28832ce28039edb9b64e,-0.66,1,John,0,10713,0,0,AFGHANISTAN WAR POWERS RESOLUTION,0,,MICHIGA,1363,1,0,1
SNOWE,107,0,1847,0,,0,12/13/01,1,2,-0.548,eab8cd16591eb02ecd79125f6d555a95,0.091,1,Olympia,1,14661,,0,"CONFERENCE REPORT ACCOMPANYING THE NATIONAL DEFENSE AUTHORIZATION ACT 
  FOR FISCAL YEAR 2002--Continued",0,,MAINE,457,0,0,0
McDermott,109,,309,1,46,1,2/28/06,0,,,22fa393501506c77bb9b2c78a765a22e,,,Jim,0,,,1,STUCK IN THE MIDDLE OF A CIVIL WAR,,,WASHINGTON,,1,0,
GRASSLEY,113,0,959,1,8,1,5/20/14,0,31,-0.052,4d9ca8e19c81d389a5b866fa802c0e5c,0.34,1,Charles,0,14226,0,0,BARRON NOMINATION,0,,IOWA,552,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,fb006ac83492697721b0af9cd01cc6c6,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,6e154463ae0fd87b0d5abbf6f579117a,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
POE,113,1,570,1,3,0,6/12/13,0,49,0.058,435f1c1abb2f88f3dd6378d48c2fcfe4,0.592,1,Ted,1,20528,,2,THE SPYING DRONE OVER A VIRGINIA NEIGHBORHOOD,0,,TEXAS,974,0,0,0
OBEY,110,1,522,1,42,0,7/31/07,0,25,-0.063,123412e3ee3b6e142dd595bd73086395,-0.45,1,David,0,12036,,0,"AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND 
  RELATED AGENCIES APPROPRIATIONS ACT, 2008",0,,WISCONS,1363,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,081457672c128d77d536291468dcdd01,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
CORNYN,114,0,1567,1,6,1,9/19/16,0,49,-0.007,85de4b2fe245656c6a2ae77b85ed27bd,0.499,1,John,1,40305,,2,"LEGISLATIVE BRANCH APPROPRIATIONS ACT, 2017--MOTION TO PROCEED",0,,TEXAS,413,0,0,0
,108,,,,514,0,3/31/04,0,,,a5f6f834e73ca97de39ad432ed3b8a07,,,,0,,,,THE 9/11 COMMISSION,,,,,,0,
MCCAIN,112,0,1846,1,28,1,12/15/11,0,61,-0.621,7efbb6092b1bdf1bdd42efa9997decc8,0.382,1,John,0,15039,1,2,"NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2012--CONFERENCE 
  REPORT",0,0,ARIZONA,387,0,0,0
POE,113,1,689,1,5,0,2/13/13,0,49,0.058,208459742711a0ab66c71473786c9b32,0.592,1,Ted,1,20528,,2,"THE DRONES ARE COMING,
  PAGE II",0,,TEXAS,974,0,0,0
DURBIN,113,0,668,1,26,1,3/6/13,1,21,-0.39,83261b68c08bc951184eb4c23cd77aaf,-0.366,1,Richard,0,15021,0,0,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,ILLINOI,550,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,b1c73c14a5369a7eec6c1cb83715ae1d,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
,113,,,,2,1,5/14/14,0,,,fc43a16cda6093339566d88c4de5177a,,,,1,,0,,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,,,,,,0,
VALADAO,114,1,692,1,9,0,2/11/15,0,71,0.37,ad40f0719f7cbe95bcd8037f495c7e1f,0.251,1,David,0,21307,,2,BORDER SECURITY,0,,CALIFOR,1122,0,0,0
GRASSLEY,113,0,971,1,17,1,5/8/14,0,31,-0.052,9316c9ef418be439daba31f976d2973e,0.34,1,Charles,0,14226,0,0,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,0,,IOWA,552,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,dcc47e5ed2a78e0509b8976499aa94b7,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
SCHIFF,113,1,218,1,18,1,5/30/14,1,71,-0.129,97895bec56b9232b9fb95bc673fce4c1,-0.346,1,Adam,0,20104,0,2,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEARS 2014 AND 2015,0,,CALIFOR,1009,1,0,0
INHOFE,113,0,481,1,3,1,9/9/13,0,53,0.039,15a32d0019d99afa553576e446886659,0.552,1,James,1,15424,0,0,SYRIA,0,,OKLAHOM,485,0,0,0
Risch,115,,1432,1,2,1,2/1/17,1,,,03518f7b45c77a2163b4756789bbf8aa,,,James,1,,1,0,"RECOGNIZING xCRAFT ENTERPRISES, LLC",,0,IDAHO,,0,0,
WOOLSEY,112,1,546,0,1,1,7/7/11,1,71,-0.529,f6584d9b39141bb19ac107ec2bc84789,-0.556,1,Lynn,1,29309,0,2,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2012",0,,CALIFOR,1385,1,0,0
THUNE,114,0,210,1,11,1,6/7/16,0,37,0.186,edce0867cdcc9cb417dc5c5de76f81ec,0.408,1,John,0,29754,1,2,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2017,0,0,SOUTH D,419,0,0,0
FEINGOLD,108,0,592,1,200,1,5/22/03,0,25,-0.951,44bab354ecd6d60fdd620865295eae31,-0.308,1,Russell,0,49309,1,0,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2004--Continued,0,0,WISCONS,519,1,0,0
MURKOWSKI,107,0,414,1,,0,10/31/01,1,81,-0.275,5fe0312189d41aec5dd53d0536e6f4dd,0.346,1,Frank,1,14907,,0,ENERGY POLICY,0,,ALASKA,420,0,0,0
SNOWE,107,0,1653,0,,0,6/25/02,1,2,-0.548,6a428c6f505ffacc515d5a1a20308fff,0.091,1,Olympia,1,14661,,0,"AWARD OF THE DISTINGUISHED FLYING CROSS TO FORMER SENATOR WILLIAM D. 
  HATHAWAY",0,,MAINE,457,0,0,0
BYRD,109,0,420,1,4,1,11/9/05,0,56,0.729,c056bedff703d9c2f076af977c7eb0ed,-0.309,1,Robert,1,1366,1,1,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2006,0,0,WEST VI,506,1,0,0
GRAYSON,114,1,26,1,8,1,12/8/16,1,43,-0.457,3c94079c892e056e6e92feca3d03090e,-0.363,1,Alan,0,20908,0,1,RESTORING THE CONGRESSIONAL DUTY TO DECLARE WAR,0,,FLORIDA,1099,1,0,0
HUNTER,111,1,452,1,8,1,10/8/09,0,71,0.282,e4364929ae41ddb84da67944293d8675,0.511,1,Duncan,0,20963,1,2,TURNING POINT IN WAR ON TERRORISM,0,0,CALIFOR,985,0,0,0
GRAHAM,113,0,667,1,27,1,3/7/13,0,48,-0.161,d3d35517a3972a6c65b5b1ed0a633c4e,0.409,1,Lindsey,0,29566,1,0,EXECUTIVE SESSION,0,0,SOUTH C,513,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,c0f887fa1731bb9d53dd9a2be7e5bc73,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
GRAHAM,113,0,667,1,27,1,3/7/13,0,48,-0.161,307ebc0a5f74d71af79b1c8b5a17c4ec,0.409,1,Lindsey,0,29566,1,0,EXECUTIVE SESSION,0,0,SOUTH C,513,0,0,0
Risch,115,,1432,1,2,1,2/1/17,1,,,7faf05173b52041b96f19db68ca6926b,,,James,1,,1,0,"RECOGNIZING xCRAFT ENTERPRISES, LLC",,0,IDAHO,,0,0,
SCHWARTZ,110,1,243,0,50,0,5/5/08,0,14,-0.008,33be740f62e8157216a66d8d71d625f2,-0.343,1,Allyson,0,20525,,1,SENSE OF HOUSE REGARDING REPUBLIC OF GEORGIA,0,,PENNSYL,1374,1,0,0
ENZI,113,0,667,1,27,1,3/7/13,0,68,0.228,ab9c5400565dd9bb11c3f830faa11624,0.541,1,Michael,0,49706,0,0,EXECUTIVE SESSION,0,,WYOMING,548,0,0,0
WATERS,108,1,453,0,339,0,10/8/03,0,71,-0.076,9a65655e3205ea1024643063c83f9c04,-0.663,1,Maxine,0,29106,,2,LACK OF CREDIBILITY IN THIS ADMINISTRATION,0,,CALIFOR,790,1,0,1
GOHMERT,114,1,361,1,17,1,1/8/16,0,49,-0.235,1501bcc75ca50542c0ebf6f62e67f6ab,0.597,1,Louie,0,20527,1,2,REGULATORY GRIDLOCK,0,0,TEXAS,1068,0,0,0
DORGAN,108,0,537,1,255,1,7/16/03,0,36,0.09,517f86e141ac706cbeec25742959a6d2,-0.267,1,Byron,0,14812,,2,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2004",0,,NORTH D,515,1,0,0
KYL,108,0,1063,1,459,0,2/5/04,1,61,-0.455,d20f70ff9384c291a7b5425834df6380,0.548,1,Jon,0,15429,,2,"SAFE, ACCOUNTABLE, FLEXIBLE, AND EFFICIENT TRANSPORTATION EQUITY ACT OF 
  2003",0,,ARIZONA,514,0,0,0
CRUZ,113,0,1927,1,2,1,9/24/13,0,49,-0.196,887ad2aaceed3d25d827573f71046314,0.858,1,Ted,1,41304,0,2,"MAKING CONTINUING APPROPRIATIONS FOR FISCAL YEAR 2014--MOTION TO 
  PROCEED--Continued",0,,TEXAS,510,0,0,1
INOUYE,112,0,649,1,0,1,3/9/11,1,82,0.062,4ebeed2c6ab634aaa8c5d72364a0fae9,-0.319,1,Daniel,1,4812,1,1,"FULL-YEAR CONTINUING APPROPRIATIONS ACT, 2011",1,0,HAWAII,363,1,0,0
MCCAIN,112,0,1474,1,0,1,12/21/12,0,61,-0.621,cf3b156ee892e3b8261b225a9dd4863b,0.382,1,John,1,15039,1,2,"NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2013--CONFERENCE 
  REPORT",0,0,ARIZONA,387,0,0,0
CARPER,113,0,2031,1,3,1,6/12/13,1,11,-0.222,44c75048b18af282348da575a03c0cc8,-0.174,1,Thomas,1,15015,,0,"BORDER SECURITY, ECONOMIC OPPORTUNITY, AND IMMIGRATION MODERNIZATION 
  ACT",0,,DELAWAR,551,1,0,0
POE,113,1,396,1,4,0,12/3/13,0,49,0.058,168c7d89ec06f2a7d5336c3fb36e2e8e,0.592,1,Ted,1,20528,,2,AMAZON PRIME AIR,0,,TEXAS,974,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,2ce8bf25f7f94cddfa0978418e82822e,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,df6944139c890c38eee59f575a1d969c,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
RUBIO,113,0,1328,1,25,1,5/16/13,0,43,-0.236,ffa5d2051c58fc46a0fd021aeb135742,0.577,1,Marco,0,41102,0,1,THE IRS,0,,FLORIDA,524,0,0,0
WARNER,107,0,87,1,,,10/8/02,1,40,-0.131,dceb1568c08f832d6aaf136238c7a583,0.262,1,John,1,14712,,1,"AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ--
  Resumed",0,,VIRGINI,450,0,0,0
STEWART,113,1,158,1,10,0,7/29/14,0,67,0.225,75a60121cc5f232b3ed53d8230882178,0.517,1,Chris,0,21367,,1,ISRAEL'S RIGHT TO PROTECT ITSELF,0,,UTAH,999,0,0,0
KUCINICH,112,1,484,1,0,1,9/7/11,1,24,0.024,0e256d9485fac18a86cd1f9a2f682af2,-0.582,1,Dennis,1,29748,0,0,QUESTION OF PERSONAL PRIVILEGE,0,,OHIO,1357,1,0,0
BRYAN,106,0,93,1,,0,10/2/00,0,65,0.176,1ec70b72e3f98794aa6207bcb723f546,-0.241,1,Richard,1,15700,,2,INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2001,0,,NEVADA,537,1,0,0
HOEVEN,114,0,544,1,6,0,7/9/15,0,36,0.415,d53a4c0d09d0d6c3706025b086ca213b,0.334,1,John,1,41107,,2,EVERY CHILD ACHIEVES ACT,0,,NORTH D,417,0,0,0
BYRD,108,0,979,1,543,1,4/29/04,0,56,0.729,8054ffa9d70e63b2766d9ec9f1b6b478,-0.309,1,Robert,0,1366,,1,MISSION NOT ACCOMPLISHED,0,,WEST VI,504,1,0,0
CRUZ,114,0,1324,1,2,1,5/20/15,0,49,-0.196,3e22135fc5dd52565946228e1f6dfad5,0.858,1,Ted,1,41304,0,2,ENSURING TAX EXEMPT ORGANIZATIONS THE RIGHT TO APPEAL ACT,0,,TEXAS,304,0,0,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,cfa7967298887fb9cf3fbcab403ced2d,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,b042fbe93f94feeff2a61ea4b113fe3e,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
KUCINICH,109,1,533,1,72,0,7/19/05,0,24,0.024,518f889497e368045fae0811e2d4f437,-0.582,1,Dennis,0,29748,,0,"WELCOMING HER MAJESTY'S CANADIAN SHIP ``TORONTO'' TO CLEVELAND, OH",0,,OHIO,883,1,0,0
