last_name,congress,house,days_until_term_ends,sex,days_since_strike,relevant,date,loyalty,state_code,dim_2,id,dim_1,office_attainment_type,first_name,strike_recently,icpsr,sentiment,dronebase,title,occupancy,restraining,state,votes,party,filibuster,extreme
GRAHAM,112,0,935,1,5,1,6/12/12,0,48,-0.161,60050f50a6687096d3469009ae20833b,0.409,1,Lindsey,1,29566,0,0,EXECUTIVE SESSION,0,,SOUTH C,401,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,8c0cec8026e9fd82ea793da1b3f916ab,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
GOODE,110,1,100,1,8,1,9/25/08,1,40,0.633,89341daf45c87440ff93e57a05433b0c,0.439,1,Virgil,0,89767,1,1,EARMARK DECLARATION,0,0,VIRGINI,1351,0,0,0
GOHMERT,113,1,696,1,0,1,2/6/13,0,49,-0.235,0488ed0e91abc18ca633ab571b6653f4,0.597,1,Louie,1,20527,0,2,NATIONAL SECURITY ISSUES,0,,TEXAS,937,0,0,0
HOEVEN,114,0,266,1,1,0,4/12/16,0,36,0.415,b971d46ac7ba7c9bf8e073ca01578a9b,0.334,1,John,1,41107,,2,AMERICA'S SMALL BUSINESS TAX RELIEF ACT OF 2015,0,,NORTH D,417,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,cfa2237e2429f2d1950bf582cfcf163d,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,fbc7ff9440649f51709601ff7f55b82d,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
,108,,,,464,0,2/10/04,0,,,10c54f78832ba29a48f5a11c2a2c1f7f,,,,0,,,,"SAFE, ACCOUNTABLE, FLEXIBLE, AND EFFICIENT TRANSPORTATION EQUITY ACT OF 
  2003",,,,,,0,
KAUFMAN,111,0,515,1,0,1,6/18/09,1,11,-0.126,0f257aba060af8d79ed80dd1e65501e4,-0.391,5,Edward,1,40901,1,0,IN HONOR OF JOE CONNAUGHTON,2,0,DELAWAR,562,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,06007e46553e17968472ae9210d5c39c,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
TANCREDO,108,1,599,1,193,1,5/15/03,1,62,-0.022,00e570c76f3b7adcb6985dc550bab872,0.75,1,Thomas,0,29907,1,1,MORE HOMELAND HEROES,0,0,COLORAD,805,0,0,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,087a86e4b14c66a6cd6446b7ed69db60,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
,111,,,,1,0,9/29/10,0,,,e687f8beaca238ad5d1b90e159da662a,,,,1,,,,DEFENSE MODERNIZATION,,,,,,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,b36c07310da225c7424402f074274a12,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
BURTON,112,1,169,1,12,1,7/18/12,0,22,-0.026,122ef363fc83ad4f4926d3c6b660bfdd,0.585,1,Dan,0,15014,1,1,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2013",0,0,INDIANA,1309,0,0,0
INOUYE,112,0,613,1,1,1,4/14/11,1,82,0.062,231043f7631e1b563b4504f53d237614,-0.319,1,Daniel,1,4812,1,1,FISCAL YEAR 2011 SAFER PROGRAM,1,0,HAWAII,363,1,0,0
LANDRY,112,1,189,1,2,1,6/28/12,0,45,-0.112,aef86b711accd0744814e588efa7fa2c,0.614,1,Jeff,1,21138,0,1,"SECURING MARITIME ACTIVITIES THROUGH RISK-BASED TARGETING FOR PORT 
  SECURITY ACT",0,,LOUISIA,1348,0,0,1
CONYERS,111,1,221,1,6,1,5/27/10,1,23,-0.465,5e2b060bf80432d356163d8c3b9344de,-0.66,1,John,1,10713,0,0,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2011,0,,MICHIGA,891,1,0,1
,111,,,,0,0,9/28/10,0,,,dfad3b65993ca7ca7775f911e003d470,,,,1,,,,SECURITY COOPERATION ACT OF 2010,,,,,,0,
LIEBERMAN,107,0,1548,1,,,10/8/02,0,1,-0.312,77d7843761f88d51088af792c02e0c1c,-0.205,1,Joseph,1,15704,,0,"AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ--
  Resumed",0,,CONNECT,448,,0,0
,107,,,,,1,5/16/02,0,,,0cac1a8f2c95c4676b1271ba073eaadf,,,,1,,1,,BOB STUMP NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2003,,0,,,,0,
GRASSLEY,113,0,959,1,8,1,5/20/14,0,31,-0.052,7ed338880a66da26fa9fb031021ebc04,0.34,1,Charles,0,14226,0,0,BARRON NOMINATION,0,,IOWA,552,0,0,0
SWEENEY,108,1,445,1,347,0,10/16/03,1,13,0.036,1eb37c06dc20353f440447318601bf67,0.249,1,John,0,29927,,2,"EMERGENCY SUPPLEMENTAL APPROPRIATIONS ACT FOR DEFENSE AND FOR THE 
  RECONSTRUCTION OF IRAQ AND AFGHANISTAN, 2004",0,,NEW YOR,804,0,0,0
GRAHAM,112,0,1173,1,3,1,10/18/11,0,48,-0.161,695ce996a30a77af8e5b1433b671fd91,0.409,1,Lindsey,1,29566,1,0,DEFENSE AUTHORIZATION,0,0,SOUTH C,401,0,0,0
WARNER,114,0,2027,1,8,0,6/17/15,1,40,-0.077,5d7d358bbe3fe6baa3d574a449c0329e,-0.203,1,Mark,0,40909,,1,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2016,0,,VIRGINI,386,1,0,0
KUCINICH,112,1,231,1,0,1,5/17/12,1,24,0.024,232be2cf0e335f4ee205e0b2807fe940,-0.582,1,Dennis,1,29748,0,0,"{time} 1500
  NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2013",0,,OHIO,1357,1,0,0
BARTLETT,111,1,559,1,0,0,6/23/09,0,52,-0.091,f3081bea7aa6fefc100a43e59def1c2f,0.493,1,Roscoe,1,29356,,1,EARMARK DECLARATION,0,,MARYLAN,979,0,0,0
LOTT,107,0,1932,1,,0,9/19/01,1,46,0.194,ee3edd8ed5b77aeb1c08d3ee10032cb5,0.39,1,Trent,1,14031,,1,TRIBUTE TO MAJOR GENERAL T. MICHAEL MOSELEY,0,,MISSISS,448,0,0,0
CORNYN,113,0,226,1,10,1,5/22/14,0,49,-0.007,06317beb376e044f30abd2a73a75a254,0.499,1,John,0,40305,1,2,LEGISLATIVE SESSION,0,0,TEXAS,534,0,0,0
MCCAIN,112,0,1931,1,0,1,9/21/11,0,61,-0.621,8d2e0a30d48d1f4b938c55b337471631,0.382,1,John,1,15039,1,2,THE AUTHORIZATION PROCESS,0,0,ARIZONA,387,0,0,0
PAUL,111,1,256,1,6,0,4/22/10,0,49,-0.505,5f262007aa0e65c2a14beef3e9be5829,0.863,1,Ronald,1,14290,,2,"MOTION TO INSTRUCT CONFEREES ON H.R. 2194, IRAN REFINED PETROLEUM 
  SANCTIONS ACT OF 2009",0,,TEXAS,905,0,0,1
MCCAIN,113,0,1398,1,27,1,3/7/13,0,61,-0.621,ea60e17c24c5bbf86e4bb59d66d32c6d,0.382,1,John,0,15039,1,2,EXECUTIVE SESSION,0,0,ARIZONA,525,0,0,0
GRASSLEY,113,0,958,1,9,1,5/21/14,0,31,-0.052,7d74e316fe40142fe2105f2442d8d21e,0.34,1,Charles,0,14226,0,0,EXECUTIVE SESSION,0,,IOWA,552,0,0,0
KUCINICH,112,1,231,1,0,1,5/17/12,1,24,0.024,0170b1fae0ce78157aade9319c44d824,-0.582,1,Dennis,1,29748,0,0,"{time} 1500
  NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2013",0,,OHIO,1357,1,0,0
GOHMERT,113,1,696,1,0,1,2/6/13,0,49,-0.235,56e98aca30917d4de8c83d62b02fedf2,0.597,1,Louie,1,20527,0,2,NATIONAL SECURITY ISSUES,0,,TEXAS,937,0,0,0
Barrasso,113,,2129,1,26,1,3/6/13,0,,,863459079527e94ea104bb5295694d87,,,John,0,,0,0,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,WYOMING,,0,0,
KUCINICH,112,1,30,1,3,1,12/4/12,1,24,0.024,a47e52db5062eb12df612d9b3b42350e,-0.582,1,Dennis,1,29748,,0,THE WHITE HOUSE MUST PRODUCE ITS LEGAL JUSTIFICATION FOR DRONE STRIKES,0,,OHIO,1357,1,0,0
,112,,,,0,0,2/16/12,0,,,b7a3551dec907b57ab8427d9a2c696a6,,,,1,,,,OPPOSING PIONEERS ACT,,,,,,0,
CORNYN,113,0,668,1,26,1,3/6/13,0,49,-0.007,ac13b576f01982049b5d9347bf442361,0.499,1,John,0,40305,,2,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,TEXAS,534,0,0,0
GRAHAM,113,0,667,1,27,1,3/7/13,0,48,-0.161,97ff840485a84c1dd3866720edb08da8,0.409,1,Lindsey,0,29566,1,0,EXECUTIVE SESSION,0,0,SOUTH C,513,0,0,0
SNOWE,108,0,819,0,111,0,10/6/04,1,2,-0.548,7fb46ed7d72a665926eddd8ba61edbdd,0.091,1,Olympia,0,14661,,0,NATIONAL INTELLIGENCE REFORM ACT OF 2004--Continued,0,,MAINE,519,0,0,0
,111,,,,4,1,7/19/10,0,,,9689e1b200e250d4acdeab1268345baa,,,,1,,1,,TOPICS OF THE DAY,,0,,,,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,eb2cfaa978576d922d4f2a9dc55ffa33,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
HOCHUL,112,1,211,0,2,1,6/6/12,1,13,0.317,2ee78783b2182feb9006f903dd3ea736,-0.239,2,Kathleen,1,21194,,2,PAKISTAN IS A SAFE HAVEN FOR THE TALIBAN AND AL QAEDA,2,,NEW YOR,1077,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,0c405958184dcfe3b66475c8ed6ca081,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
TOOMEY,113,0,1399,1,26,1,3/6/13,0,14,-0.228,d8c98bfe12fb62d76a5523d726d6589a,0.623,1,Patrick,0,29935,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,PENNSYL,534,0,0,1
MCCAIN,112,0,1673,1,1,1,6/5/12,0,61,-0.621,e1cda220e83bd9c7b05f92cd088b776b,0.382,1,John,1,15039,0,2,"AGRICULTURE REFORM, FOOD, AND JOBS ACT OF 2012--MOTION TO PROCEED",0,,ARIZONA,387,0,0,0
CORNYN,114,0,1873,1,58,1,11/18/15,0,49,-0.007,d76b102dd3e704d622c108e4d112b9a5,0.499,1,John,0,40305,1,2,"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2016--Continued",0,0,TEXAS,413,0,0,0
,112,,,,0,0,6/19/12,0,,,8ca2c1db05a64912303ff0ffc02480bf,,,,1,,,,CONSERVATION AND ECONOMIC GROWTH ACT,,,,,,0,
BISHOP,107,1,86,1,,,10/9/02,0,44,0.537,c8f80a9a275377833b930868da9227b2,-0.289,1,Sanford,1,29339,,2,AUTHORIZATION FOR USE OF MILITARY FORCE AGAINST IRAQ RESOLUTION OF 2002,0,,GEORGIA,656,1,0,0
CRUZ,113,0,2129,1,26,1,3/6/13,0,49,-0.196,1608cc5b00716a80a2e675e1d2c7ae66,0.858,1,Ted,0,41304,0,2,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,TEXAS,510,0,0,1
AYOTTE,113,0,1393,0,2,1,3/12/13,0,4,-0.612,5474c890d9adc99e14cb07dad4a2e3c4,0.351,1,Kelly,1,41106,1,1,TERRORISTS TRIALS,0,0,NEW HAM,544,0,0,0
MCCOLLUM,113,1,568,0,5,1,6/14/13,1,33,-0.154,8b3d97d8f3da54983e5a551fd926bdf4,-0.425,1,Betty,1,20122,0,1,"THE McCOLLUM AMENDMENT TO THE FY14 DEFENSE APPROPRIATIONS BILL 
  PROHIBITING FUNDS FOR CIA LETHAL DRONE STRIKES",0,,MINNESO,992,1,0,0
CRUZ,113,0,1927,1,2,1,9/24/13,0,49,-0.196,1f05bac43dc1ee0861d6d5ba1226792a,0.858,1,Ted,1,41304,0,2,"MAKING CONTINUING APPROPRIATIONS FOR FISCAL YEAR 2014--MOTION TO 
  PROCEED--Continued",0,,TEXAS,510,0,0,1
CONYERS,112,1,645,1,13,1,3/30/11,1,23,-0.465,46028119ef5a300d0830f804452fc73e,-0.66,1,John,0,10713,0,0,AFGHANISTAN WAR POWERS RESOLUTION,0,,MICHIGA,1363,1,0,1
,109,,,,17,0,5/25/05,0,,,ea8336c91187d362cb6a32be5c872fde,,,,0,,,,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2006,,,,,,0,
FROST,108,1,557,1,235,1,6/26/03,0,49,0.354,e814f0ed4b82aebcd41b9c045ef5b1cc,-0.316,1,Jonas,0,14626,1,2,IN HONOR OF ROY BOHNER,0,0,TEXAS,824,1,0,0
HOEKSTRA,108,1,27,1,173,1,12/7/04,1,23,-0.262,3c468ebc794c3108c906f84f9585e252,0.516,1,Peter,0,29361,1,0,"CONFERENCE REPORT ON S. 2845, INTELLIGENCE REFORM AND TERRORISM 
  PREVENTION ACT OF 2004",0,0,MICHIGA,806,0,0,0
LOTT,109,0,658,1,272,1,3/16/05,1,46,0.194,5949febf8e2e6d8fe3f2231a69278caa,0.39,1,Trent,0,14031,1,1,"CONGRESSIONAL BUDGET FOR THE UNITED STATES GOVERNMENT FOR THE FISCAL 
  YEAR 2006",0,0,MISSISS,480,0,0,0
GOHMERT,113,1,416,1,12,0,11/13/13,0,49,-0.235,1dd308fd2968470292bdacbcd040bc5e,0.597,1,Louie,0,20527,,2,DEFENDING ISRAEL,0,,TEXAS,937,0,0,0
BACHMANN,113,1,116,0,24,1,9/9/14,0,33,-0.03,d19d244646397d61ad66c1114234d798,0.584,1,Michele,0,20728,1,1,ISLAMIC JIHAD,0,0,MINNESO,947,0,0,0
WARNER,113,0,620,1,2,1,4/23/13,1,40,-0.077,432ddcfd00a9ce04fe1ef01df5fefe39,-0.203,1,Mark,1,40909,,1,AUTHORITY FOR COMMITTEES TO MEET,0,,VIRGINI,540,1,0,0
CORNYN,112,0,935,1,5,1,6/12/12,0,49,-0.007,28ee094dd5140b125aa6742548372f71,0.499,1,John,1,40305,1,2,LEGISLATIVE SESSION,0,0,TEXAS,405,0,0,0
LOUDERMILK,114,1,560,1,14,0,6/23/15,0,44,-0.058,a920fc55f6938eace6b48eaec8a59f1c,0.671,1,Barry,0,21515,,2,HOMELAND SECURITY DRONE ASSESSMENT AND ANALYSIS ACT,0,,GEORGIA,1095,0,0,1
KUCINICH,111,1,96,1,1,1,9/29/10,1,24,0.024,03de71840e4f22ed36c8ed2979be1164,-0.582,1,Dennis,1,29748,0,0,"{time} 1830
  INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2010",0,,OHIO,982,1,0,0
GRASSLEY,113,0,971,1,17,1,5/8/14,0,31,-0.052,5716afbd250cc593b8b9fe5cef044a08,0.34,1,Charles,0,14226,0,0,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,0,,IOWA,552,0,0,0
LAMALFA,114,1,27,1,7,0,12/7/16,0,71,0.216,0ca54582bbbfec60cd6a8efd928c225c,0.563,1,Doug,1,21302,,2,75TH ANNIVERSARY OF PEARL HARBOR,0,,CALIFOR,1103,0,0,0
GRASSLEY,113,0,971,1,17,1,5/8/14,0,31,-0.052,400eeb4c9f5d3f4e07aabb34325db629,0.34,1,Charles,0,14226,0,0,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,0,,IOWA,552,0,0,0
LIEBERMAN,107,0,1547,1,,,10/9/02,0,1,-0.312,5fbe4ee55b9d0333f5df3dd64aa50dd0,-0.205,1,Joseph,1,15704,,0,AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ,0,,CONNECT,448,,0,0
CRUZ,113,0,1927,1,2,1,9/24/13,0,49,-0.196,dae6e275cc1c1f4e386f3d8a33c49e58,0.858,1,Ted,1,41304,0,2,"MAKING CONTINUING APPROPRIATIONS FOR FISCAL YEAR 2014--MOTION TO 
  PROCEED--Continued",0,,TEXAS,510,0,0,1
,111,,,,13,1,7/30/09,0,,,bf7d8693ff43608aa360728723bc5049,,,,0,,1,,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2010",,0,,,,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,cb839ec3d1c1e50ece4b67a13e6b1c1c,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
HOLT,112,1,164,1,0,1,7/23/12,1,12,-0.33,e5ea093f11fb3c4a23a77084ad36de1a,-0.463,1,Rush,1,29923,0,1,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2013",0,,NEW JER,1425,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,b9213a5901295b05b0c88ab6611a2b37,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
,110,,,,37,0,7/26/07,0,,,1c0df39a04fea4d2e0848f9393d3d3a1,,,,0,,,,STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS,,,,,,0,
DENT,112,1,393,1,20,0,12/7/11,0,14,-0.063,ea12e36e07b0c1e92c00e00bc1c7f5fa,0.236,1,Charles,0,20526,,1,SYNTHETIC DRUG CONTROL ACT OF 2011,0,,PENNSYL,1432,0,0,0
DURBIN,113,0,668,1,26,1,3/6/13,1,21,-0.39,ee0dea47d48dc54354c8c023d323600b,-0.366,1,Richard,0,15021,1,0,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,0,ILLINOI,550,1,0,0
CARPER,114,0,1423,1,8,1,2/10/15,1,11,-0.222,419d5950132dcd6fbab3d6b4d119b191,-0.174,1,Thomas,0,15015,1,0,OUR SOUTHERN BORDER AND IMMIGRATION REFORM,0,0,DELAWAR,409,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,1de8551ad7d73f883788a3dce2150d8b,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
CASEY,113,0,1479,1,9,0,12/16/14,1,14,0.229,ebf8cb517e0d586a38f29606246f73ca,-0.298,1,Robert,0,40703,,1,TRIBUTES TO DEPARTING SENATORS,0,,PENNSYL,537,1,0,0
HOYER,111,1,221,1,6,1,5/27/10,1,52,0.129,a0616ba0b45dc7dc70731a85e58cdf27,-0.38,1,Steny,1,14873,1,1,House of Representatives,0,0,MARYLAN,970,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,8851d20b51c4d0f11f28f8b6b1730ace,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
GOHMERT,114,1,361,1,17,1,1/8/16,0,49,-0.235,313c49a818b53d5ccb9d5e0b7cf3255f,0.597,1,Louie,0,20527,1,2,REGULATORY GRIDLOCK,0,0,TEXAS,1068,0,0,0
CARPER,114,0,903,1,4,0,7/14/16,1,11,-0.222,bf1c90d5f5e97c92bc2736a4143db108,-0.174,1,Thomas,1,15015,,0,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2017--MOTION TO PROCEED--
  Continued",0,,DELAWAR,409,1,0,0
CONYERS,112,1,645,1,13,1,3/30/11,1,23,-0.465,c00ef11f14b6b33debf86beb3518c7cd,-0.66,1,John,0,10713,0,0,AFGHANISTAN WAR POWERS RESOLUTION,0,,MICHIGA,1363,1,0,1
WATERS,108,1,459,0,333,0,10/2/03,0,71,-0.076,f24234fb64a1c455aa856b47fc336e38,-0.663,1,Maxine,0,29106,,2,SETTING THE RECORD STRAIGHT,0,,CALIFOR,790,1,0,1
Men̩ndez,114,,1408,1,5,1,2/25/15,1,,,c91f09415ac1e44dc3215664b5190e47,,,Robert,1,,1,1,"DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS ACT, 2015--MOTION TO 
  PROCEED--Continued",,0,NEW JERSEY,,1,0,
AYOTTE,113,0,1351,0,2,1,4/23/13,0,4,-0.612,bfe8068fba65a6f8ce84425c73da912d,0.351,1,Kelly,1,41106,1,1,MARKETPLACE FAIRNESS ACT OF 2013--MOTION TO PROCEED,0,0,NEW HAM,544,0,0,0
HOEKSTRA,108,1,298,1,494,0,3/11/04,1,23,-0.262,042c817a8c0e9c77ccfb091f1fda983b,0.516,1,Peter,0,29361,,0,IRAQ,0,,MICHIGA,806,0,0,0
MCCOLLUM,113,1,199,0,0,1,6/18/14,1,33,-0.154,a6c684d970fd2ed8bebbb9080c5597cf,-0.425,1,Betty,1,20122,0,1,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2015",0,,MINNESO,992,1,0,0
,114,,,,5,0,5/17/16,0,,,4689d24130e7264064179f788aa07eec,,,,1,,,,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2017,,,,,,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,45d07dd05cda3f42113016460f110855,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
MCCONNELL,114,0,1565,1,1,1,9/21/16,0,51,0.027,31f576ead41999f54064e41e24ed3442,0.404,1,Mitch,1,14921,,1,MOTION TO DISCHARGE--S.J. RES. 39,0,,KENTUCK,420,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,ba0febbac2076d1968b7936e3ffa9844,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
POE,114,1,699,1,2,0,2/4/15,0,49,0.058,10c0d95fc526722a52b223962dbd54f7,0.592,1,Ted,1,20528,,2,THE STALKING GOVERNMENT,0,,TEXAS,956,0,0,0
MIKULSKI,113,0,1394,0,1,0,3/11/13,1,52,-0.128,5f931fc4d88a2e45f5ad8eb874a38e7c,-0.37,1,Barbara,1,14440,,1,CONSOLIDATED AND FURTHER CONTINUING APPROPRIATIONS ACT,0,,MARYLAN,527,1,0,0
DUNCAN,113,1,632,1,20,1,4/11/13,0,54,-0.425,335c33ff03c5b10a4599bd68fac258dd,0.599,1,John,0,15455,0,0,HONORING HARRISON AKINS,0,,TENNESS,1014,0,0,0
LEAHY,113,0,965,1,2,1,5/14/14,1,6,-0.15,1758b499933d83259640e7120efdf88a,-0.375,1,Patrick,1,14307,0,0,HIRE MORE HEROES ACT OF 2014--MOTION TO PROCEED,0,,VERMONT,545,1,0,0
REED,109,0,849,1,237,1,9/7/06,0,5,-0.289,d87012b84724151be4c7bf20245cda76,-0.39,1,John,0,29142,1,0,"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2007",0,0,RHODE I,519,1,0,0
GIBBONS,107,1,444,1,,0,10/16/01,1,65,-0.088,cf0d12047aef0de49169d01517addde9,0.484,1,James,1,29739,,2,TRIBUTE TO LIEUTENANT GENERAL T. MICHAEL MOSELEY,0,,NEVADA,667,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,dff08ea23ec491aea233f1eb6bfe34f7,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
ESHOO,112,1,223,0,1,0,5/25/12,1,71,-0.42,17fa64b7d8e1529253f0cc984e6a02b6,-0.385,1,Anna,1,29312,,2,A TRIBUTE IN HONOR OF SANFORD WEBSTER,0,,CALIFOR,1377,1,0,0
SHUSTER,114,1,176,1,1,0,7/11/16,0,14,0.358,6d10b3221c15a65528de6c4a6f09b5a5,0.377,1,Bill,1,20134,,1,"FAA EXTENSION, SAFETY, AND SECURITY ACT OF 2016",0,,PENNSYL,1117,0,0,0
HOEKSTRA,108,1,278,1,514,0,3/31/04,1,23,-0.262,13996a2a56fd2d2e7417cfb0aa03e618,0.516,1,Peter,0,29361,,0,IRAQ AND SADDAM HUSSEIN,0,,MICHIGA,806,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,71fd1fcc20d0c9e3f769931fa3a1cc0e,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,9c55f4b244aa790e67cc3ed53bdb1873,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
Barrasso,113,,2129,1,26,1,3/6/13,0,,,d916bd6f9c23dafc6a74cdb0fff49054,,,John,0,,0,0,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,WYOMING,,0,0,
BURGESS,112,1,190,1,1,1,6/27/12,0,49,-0.153,8c47af618615caa687a3bdf0aade842a,0.565,1,Michael,1,20355,,2,"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES 
  APPROPRIATIONS ACT, 2013",0,,TEXAS,1412,0,0,0
,113,,,,0,1,9/11/14,0,,,4171cf1be6e73ea8eed23d644a37108e,,,,1,,0,,"BANK ON STUDENTS EMERGENCY LOAN REFINANCING ACT--MOTION TO PROCEED--
  Continued",,,,,,0,
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,78847289260c054cd3fc54294f74936f,0.866,1,Rand,0,41104,0,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,b88a177585b289420dc1627e01a86100,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
BONNER,111,1,524,1,11,0,7/28/09,0,41,0.513,8fe49282286df06089e62461dfb9083d,0.367,1,Jo,0,20300,,1,EARMARK DECLARATION,0,,ALABAMA,933,0,0,0
GOHMERT,113,1,352,1,1,0,1/16/14,0,49,-0.235,c498fda59ffe7b2db27d72321a043407,0.597,1,Louie,1,20527,,2,"{time} 1315
  FIRST CONSTITUTIONAL DUTY: PROVIDE FOR OUR COMMON DEFENSE",0,,TEXAS,937,0,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,888468719c9dbd2d7e2f304c2d5f375b,0.866,1,Rand,0,41104,,1,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,0,,KENTUCK,537,0,1,1
WELCH,110,1,613,1,4,0,5/1/07,0,6,-0.29,8b9376c22d8c34d4a335737eecfb5b17,-0.417,1,Peter,1,20750,,0,EITHER WE DO OUR JOB OR WE DON'T,0,,VERMONT,1370,1,0,0
PAUL,113,0,1399,1,26,1,3/6/13,0,51,-0.5,f73e9aee641c7da4258b6658f506232e,0.866,1,Rand,0,41104,0,1,BRENNAN NOMINATION,0,,KENTUCK,537,0,1,1
